,ari,sim_W,sim_W_null,tuning_metric,run,split,sim_id,job_id,sim_H_G,sim_H_G_null,sim_U_G,sim_U_G_null,sim_H_C,sim_H_C_null,sim_U_C,sim_U_C_null,rel_error_G,rel_error_C,coph_corr,run_name,lambda_option,rZ,unobs_conf,out_path
15,0.33709705034452864,0.7341446195492443,0.43659625022916293,1.0597610205416848,10,tune,2,17,0.30436026144318606,0.2665470229411218,0.6009164408035593,0.3787690034147387,0.8080260228995934,0.3527706108028961,0.6877444197095449,0.18499331816877831,0.5104390602645856,0.5493219602770991,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
16,0.3388330456540492,0.6871436106433,0.4414994903798626,1.0662894410042947,11,tune,2,17,0.2759522614842365,0.25993466648832303,0.587890285929995,0.40589237374796316,0.7528806647548774,0.3278785649286645,0.6237167087822848,0.1824253081252896,0.5041485343810249,0.5621409066232699,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
17,0.34332374008908034,0.6952794269772061,0.4418615435031179,1.0661373106730627,12,tune,2,17,0.2793610013221888,0.26032942723304076,0.5329776059353899,0.4030852108347557,0.7356691337105352,0.3526571865857321,0.5447726312347544,0.22622771719368484,0.5047026851072669,0.5614346255657958,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
18,0.38932034003539867,0.7516970820151964,0.4306097567535373,1.0566625136262613,13,tune,2,17,0.33834601860612656,0.2568341805886505,0.6417622496538025,0.34957857892861255,0.8385898957933849,0.3406637230707051,0.7152663177231245,0.17809146919695606,0.5110395048271977,0.5456230087990634,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
19,0.34279546491559054,0.7241763010205217,0.4390344333255542,1.0640635568328825,14,tune,2,17,0.3140084638005995,0.2711230348434702,0.5626180303856642,0.41472421237536816,0.779456239635787,0.3742188318719784,0.5792898134752293,0.20110912483485108,0.5067515463583614,0.5573120104745212,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
20,0.3472982459937698,0.6954566334348596,0.439848381250412,1.0655995139399779,15,tune,2,17,0.28813239169906735,0.2773544846860207,0.5837593686688383,0.3363698164043524,0.7134048830416977,0.3510188799831073,0.5239355434604785,0.23247550265671035,0.5040353582288118,0.5615641557111661,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
21,0.3626874971699892,0.7016648646492435,0.43896179198183666,1.065995815012169,16,tune,2,17,0.2779949858222672,0.26686127742261273,0.478961897106203,0.40979319738877673,0.739014965484388,0.3622209835613457,0.4980562759490816,0.20578259782048697,0.505147382355388,0.5608484326567807,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
22,0.35796433932437327,0.7265123746176962,0.4386797876942341,1.0628518529003355,17,tune,2,17,0.30776875162431433,0.264327567218118,0.5925827559635157,0.37007008833744576,0.7731478981187002,0.3483123168887542,0.6646437936183749,0.182132636974324,0.5070511224090376,0.5558007304912979,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
23,0.324498828290139,0.7232844729534116,0.44234030641165795,1.060709518923583,18,tune,2,17,0.30400869488293625,0.2728093228962343,0.6120533215947542,0.40964220889196523,0.816275115355198,0.35900656459301516,0.6799667860393892,0.1705537077686334,0.5101352232183806,0.5505742957052023,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
24,0.36980429437251633,0.7411459464275888,0.43323837598559983,1.0640920881687836,19,tune,2,17,0.31944111455520346,0.2833750916183772,0.609299574796023,0.3802597154766787,0.8145400491049543,0.3808325895847814,0.7152369012362921,0.17526849463475963,0.5078337477424067,0.5562583404263769,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
25,0.3231649616678436,0.6933383909795597,0.4401547316373229,1.066393798495484,20,tune,2,17,0.2796536781166944,0.28648164839495044,0.4397083555188572,0.38624661869324056,0.7227618636735968,0.36882419121720794,0.5605250665323017,0.23215190570964395,0.5029287838569767,0.5634650146385073,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
26,0.34670505931907575,0.7263375293468334,0.4370229953828406,1.063059346178086,21,tune,2,17,0.2871754226801888,0.2739981289237389,0.514626545934429,0.4160677045235556,0.7820467633649524,0.3503733424367319,0.5863026395421913,0.20169269470297743,0.5064451149019413,0.5566142312761446,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
27,0.04880597889432435,0.5736580885586154,0.45890630229433016,1.1249452952287393,22,tune,2,17,0.2588354008687791,0.27418101578431525,0.5137024028360732,0.35575738943040947,0.616751816375184,0.3589642854527015,0.3772921138770418,0.22566851887996364,0.5073305789594288,0.6176147162693105,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
28,0.36637661707883684,0.7390520351880743,0.43909030188480286,1.0617681617357277,23,tune,2,17,0.28809123277382825,0.2836401236552725,0.6000523194726632,0.4040595899855001,0.7752661045326129,0.36083521929016166,0.7435576456296188,0.17926409799663226,0.5093975211372264,0.5523706405985015,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
29,0.31960816650936164,0.700302828389513,0.43942818462214966,1.0634390846216721,24,tune,2,17,0.2599218206074678,0.26646007057463367,0.6067724189653655,0.3963262165611407,0.7521317641630642,0.34127918205238117,0.6944131691041888,0.22186605057497263,0.5071974009277044,0.5562416836939679,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
30,0.3317183233601439,0.6929003476072899,0.4409374735299281,1.0642400107686592,25,tune,2,17,0.29257285749001843,0.27361532005872485,0.5921902087395385,0.34075170661065957,0.7471538956059347,0.325468847797515,0.5930117785913257,0.19544144150723333,0.5058209670599672,0.558419043708692,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
31,0.3247733005809857,0.709554982493174,0.4420230805626828,1.063258347981699,26,tune,2,17,0.2960058514379466,0.28196964936806873,0.5584299401045828,0.3717910051046593,0.7768108056234583,0.3584329109716148,0.6730901513632332,0.18999248907640992,0.5055369958915586,0.5577213520901404,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
32,0.3520578782655566,0.7111094659580814,0.4409178860450825,1.06481297383828,27,tune,2,17,0.28058749919373976,0.2570241024386953,0.4669342983111936,0.3728255763078226,0.7457652525291794,0.3674145564589233,0.5366061192863505,0.25261524822256837,0.5046598459942223,0.5601531278440577,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
33,0.3719164168598443,0.7221199893581923,0.4349877044212355,1.0626150874838616,28,tune,2,17,0.29713082361708415,0.2798336783953054,0.6004795792965301,0.3957213798115478,0.7718141221700835,0.3595396755582359,0.6135637049623889,0.17180029104670125,0.506502847238219,0.5561122402456424,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
34,0.38719920078010134,0.7493634983918975,0.43021948632311546,1.058417625942079,29,tune,2,17,0.3421955926629905,0.29697010006665364,0.6329930955823699,0.36456114017668767,0.8232269028519823,0.3713435058978375,0.7017702049475313,0.17394802054959424,0.5106827796507424,0.5477348462913366,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
35,0.2225922093417735,0.6773652851973232,0.4531750517251706,1.096311763611007,30,tune,2,17,0.27203454269695376,0.23316050547965297,0.5210079310691172,0.41820732173988273,0.5504970162780463,0.30132216127713063,0.5084413177653103,0.20887302927897278,0.5012022630800889,0.5951095005309179,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
36,0.36732175706880993,0.7134818128330483,0.4360874726816499,1.0676112217426597,31,tune,2,17,0.3110782268365674,0.27710818586982133,0.4511802309886928,0.3627971596888907,0.7384439698817264,0.3537633253862022,0.5661442829166837,0.2169420633131352,0.5030789058578946,0.564532315884765,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
37,0.3338311643969135,0.714457014483204,0.43986686545396236,1.064616899086329,32,tune,2,17,0.30883138686806827,0.26750233192167966,0.5745747397258589,0.3822853079729556,0.7840702981962674,0.365869605687339,0.6890160048324905,0.21978098298901164,0.5050865623537748,0.5595303367325541,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
38,0.36403560072160385,0.7129815375966629,0.4319923397919789,1.0654547916848531,33,tune,2,17,0.29258740359149626,0.2708578638945747,0.5275556621174218,0.3737686402604318,0.7640899605815983,0.3616310163804787,0.6902907135745358,0.24561574555644536,0.5038121695365353,0.5616426221483177,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
39,0.3535184531961104,0.7170294582920124,0.4400060333628683,1.063307592763615,34,tune,2,17,0.2835485735486654,0.2881130142691223,0.6120278597962028,0.4086452791873163,0.7694103729342796,0.3557360790025203,0.6189891944429303,0.20220765606811061,0.5058408459070354,0.5574667468565798,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
40,0.3548719142799363,0.7245651919435753,0.44162412949951735,1.0640229980092322,35,tune,2,17,0.2762514684126636,0.27677148169882865,0.4151256438169477,0.4007363649658223,0.7577283764537096,0.3523059468742656,0.4713016131557868,0.22546738693559498,0.5051551252921959,0.5588678727170364,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
41,0.34012999276803657,0.7173095733930435,0.4427003924196514,1.0629105638839749,36,tune,2,17,0.30822347769035413,0.27594544658209813,0.5430075317485503,0.38595567615612353,0.7848735721140772,0.36046535473506935,0.6162544490556922,0.22027317940272795,0.5063729240241882,0.5565376398597867,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
42,0.3482199550758319,0.7077070844190002,0.43912619274922726,1.0642796954208853,37,tune,2,17,0.28013706192566806,0.26410404520424463,0.48530458296591444,0.3427791491964771,0.7483556445369419,0.3578052426514947,0.6557536083511982,0.20181656493476244,0.5040325308593224,0.5602471645615629,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
43,0.39040919946566066,0.7408814639821072,0.43645378046166977,1.059974274907218,38,tune,2,17,0.3058949525168136,0.27495347164712924,0.5526643545658125,0.41252026716316953,0.8092731750182285,0.3513500234965875,0.6455749170496806,0.1599013253041939,0.5083866698769486,0.5515876050302695,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
44,0.33548215172853696,0.7206335059076812,0.4387020439730228,1.0627632868769692,39,tune,2,17,0.2976351132055701,0.294616856812445,0.502611952716857,0.3679096629914516,0.8070898917820343,0.3574581318030494,0.664212522893603,0.2024964405408975,0.506339511076648,0.5564237758003213,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
45,0.3268738314594447,0.6725263519694974,0.4391925758670813,1.0663876245955106,40,tune,2,17,0.297021290145507,0.2627301951950603,0.6446694201944991,0.34563844839918223,0.727716818250336,0.3343586538464989,0.6050345709534051,0.2096660716847988,0.5047830449534999,0.5616045796420107,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
46,0.35327168305528284,0.722549002475671,0.44410835746244554,1.0620618905584043,41,tune,2,17,0.30609987395655225,0.24818587992100943,0.5999473356040682,0.4070975403381013,0.7725520164920264,0.3483410815794164,0.5983379014028453,0.15887974165692545,0.5087282820781521,0.553333608480252,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
47,0.3354559087182962,0.6981496595338634,0.44224677822171293,1.0633588973799595,42,tune,2,17,0.2793182381398152,0.27152173382018374,0.5001560514712278,0.35773309687045696,0.7539178833730794,0.34923611635604546,0.5847317694098999,0.1912139899799569,0.5056351464418634,0.5577237509380961,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
48,0.34548486787952004,0.6966505977568028,0.43814122335278805,1.0667466108812689,43,tune,2,17,0.2838387350777372,0.27052226656910056,0.5489773609458753,0.3849257988016134,0.7333872614058945,0.3560122112112878,0.6414697256884422,0.25767164042183116,0.5032515086450332,0.5634951022362357,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
49,0.3408062500574558,0.7059190158887971,0.439017698005093,1.0650447772614362,44,tune,2,17,0.28260847319376264,0.2801911452812116,0.5338596691710714,0.43204165538865874,0.7302982692741217,0.3426874252672098,0.44457205314844034,0.27570703954428255,0.5038551922331248,0.5611895850283114,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
50,0.3478002709361232,0.7211602879961401,0.4382284246004852,1.0632973385227276,45,tune,2,17,0.30487573583091665,0.2721328168291008,0.5616954678492989,0.403627302062613,0.7815938343282197,0.37550199654958194,0.5853659704267771,0.17009354996495885,0.5053693880162132,0.5579279505065144,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
51,0.3484696832964485,0.7118909828338525,0.43958781414165576,1.0637060970652188,46,tune,2,17,0.28881222243085397,0.2653842820009824,0.5337466082816701,0.3872166635510876,0.7518546772992976,0.35409481611282445,0.6086524934489865,0.2110974320538582,0.5057889374515473,0.5579171596136715,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
52,0.328958072562854,0.6858185217832298,0.4409359047487865,1.0650201473177177,47,tune,2,17,0.2820472288753018,0.2752869889497212,0.6265569837011048,0.3675002079354982,0.7492019987011557,0.3545082350693018,0.664825045396854,0.1883627475731036,0.5058675328471203,0.5591526144705975,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
53,0.38455342785921487,0.7431291151724838,0.43498766316632415,1.0616904356756036,48,tune,2,17,0.315024302797017,0.2670355778973525,0.5683081675345002,0.4091507654493243,0.8170569703482751,0.37505832887302387,0.7202636125603087,0.16807025119377605,0.5085138141418236,0.5531766215337801,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
54,0.34254859242398294,0.7195445792348114,0.4423720625530036,1.0637963870820595,49,tune,2,17,0.29829612091573915,0.2757682796002633,0.5741789413733389,0.3742415505018743,0.7494478235615805,0.3643330653495485,0.622958652450757,0.21674707416685635,0.5064940971650013,0.5573022899170582,0.9675371234458267,SCoNE,0.0,0.2,True,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_17
55,0.3417350344642277,0.6892858081217296,0.441219561972936,1.0658139468933516,0,tune,3,29,0.2757573642383469,0.27538019626432414,0.501868679330946,0.40038597525784936,0.7374792303161396,0.3600068604037739,0.6868502312373197,0.2072719047444288,0.5031085760315777,0.5627053708617741,0.9660052780082298,SCoNE,0.0,0.2,False,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_29
56,0.32549369698926744,0.6967203657446246,0.440866029356686,1.0652647542119467,1,tune,3,29,0.29052486066648625,0.2665322094226789,0.5206802105571726,0.35003912319337344,0.7638700197362625,0.3336863166301894,0.6454206527272802,0.20772108212337584,0.5052443726364668,0.5600203815754797,0.9660052780082298,SCoNE,0.0,0.2,False,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_29
57,0.34784770486042105,0.702641922502752,0.4395054305414379,1.0654291673549743,2,tune,3,29,0.29567796371320576,0.25931961830735734,0.5045167174306493,0.396912035864884,0.7301517919694799,0.37521969169900815,0.4927481397357365,0.2244315322506043,0.5053285337884749,0.5601006335664993,0.9660052780082298,SCoNE,0.0,0.2,False,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_29
58,0.366117578671121,0.7286959489674032,0.4354330124692357,1.0645127545835535,3,tune,3,29,0.29516918025059435,0.3060910082111396,0.5372334365652283,0.3914511481216369,0.7445406155916424,0.3594478091136477,0.5547673254793635,0.23506890077011447,0.5073261686804688,0.5571865859030847,0.9660052780082298,SCoNE,0.0,0.2,False,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_29
59,0.3660610791847124,0.7099660741645357,0.4397580980304798,1.0667528157880914,4,tune,3,29,0.2895642851373453,0.2560363841715456,0.47442596651020963,0.4032915610440767,0.7385720647360556,0.3538240973112382,0.6060643758987407,0.2105212358207773,0.5021732601004049,0.5645795556876866,0.9660052780082298,SCoNE,0.0,0.2,False,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_29
60,0.2648422008003995,0.5929497690977147,0.4488510395254913,1.1013358305565422,5,tune,3,29,0.3478170921505731,0.28988213178406835,0.571174517009522,0.30160707664285297,0.6096785166093999,0.35255576244263787,0.5297482536825452,0.2341390410511743,0.4990437867192687,0.6022920438372734,0.9660052780082298,SCoNE,0.0,0.2,False,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_29
61,0.08594210848993737,0.5314271930046216,0.44040002503959597,1.1179763878050029,6,tune,3,29,0.26430640286171303,0.26914752101407274,0.5828614936373798,0.4047929536454686,0.6315257788250437,0.3292829566053519,0.5272497559160167,0.2100239156555472,0.5147790871063253,0.6031973006986777,0.9660052780082298,SCoNE,0.0,0.2,False,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_29
62,0.26345796874190147,0.608350137720091,0.4457212431010523,1.0994972601405322,7,tune,3,29,0.44628002122948307,0.26173079271841004,0.5787452798005526,0.31706995227098633,0.5058652418500638,0.3598566856541147,0.564803145819029,0.24921112842733398,0.4895364557363637,0.6099608044041684,0.9660052780082298,SCoNE,0.0,0.2,False,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_29
63,0.3752147869945163,0.7401335961191535,0.43719467883674307,1.058364484406785,8,tune,3,29,0.2967263070613922,0.26290236912342246,0.6171215526337106,0.3659496685492057,0.7945191931397121,0.3544060986905243,0.6660121160790698,0.18889342458968728,0.5092846969235164,0.5490797874832685,0.9660052780082298,SCoNE,0.0,0.2,False,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_29
64,0.3681005987343521,0.7358506452010843,0.4363559998925519,1.0591962973620368,9,tune,3,29,0.31666677271016036,0.2897561284943013,0.6121016861053062,0.3402166652882566,0.7977922832481326,0.38364450789892873,0.724949246363677,0.2097273959167665,0.5092989518956609,0.549897345466376,0.9660052780082298,SCoNE,0.0,0.2,False,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_29
65,0.31751886214061187,0.7030062178068187,0.4471072374242687,1.0638390245892309,10,tune,3,29,0.30126525788763436,0.25759379272790534,0.6380278503810074,0.36632434402347763,0.7708535336332654,0.375124220340075,0.6414297068457017,0.18113531986254067,0.508146776928618,0.5556922476606128,0.9660052780082298,SCoNE,0.0,0.2,False,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_29
66,0.3421501164201025,0.7105779312096664,0.44112559096224613,1.064127792555266,11,tune,3,29,0.2717497931637592,0.2697609090001527,0.539029880879733,0.38579668366884756,0.7483759780502195,0.3801512607854765,0.7072736876780834,0.19949548883501297,0.5050210338395443,0.5591067587157215,0.9660052780082298,SCoNE,0.0,0.2,False,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_29
67,0.2530157576337937,0.6203301568689756,0.4444697450554822,1.0962275745439816,12,tune,3,29,0.30913264865086204,0.23971752246378875,0.60669622535344,0.3926805777236409,0.6172687008619455,0.36387615883660357,0.4547380413986453,0.24795701496223382,0.4912439373014752,0.6049836372425063,0.9660052780082298,SCoNE,0.0,0.2,False,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_29
68,0.386827302781699,0.7448127783492122,0.434128889850127,1.0611720908543574,13,tune,3,29,0.3216620008488063,0.2811712843712002,0.5638239476139285,0.3723917034667688,0.8251271945188526,0.36183909532500924,0.7073985010236953,0.17112668179476398,0.5077962456665837,0.5533758451877737,0.9660052780082298,SCoNE,0.0,0.2,False,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_29
69,0.3695034945643777,0.721463081645535,0.4420192854716263,1.0636709944283853,14,tune,3,29,0.29673965015534726,0.2841574132994514,0.5089276213886021,0.38669192185291573,0.7603228143985057,0.37067464229108327,0.6073757450304123,0.1782572921497054,0.505181187939042,0.5584898064893433,0.9660052780082298,SCoNE,0.0,0.2,False,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_29
70,0.35419272000869395,0.7142360299325798,0.44098149131838754,1.0638315100312297,15,tune,3,29,0.29884161370657725,0.28559384711399255,0.5577807356092359,0.3822704390115685,0.7452762116794478,0.34880570322345866,0.6002163211415886,0.20193204173415988,0.5046241860362823,0.5592073239949472,0.9660052780082298,SCoNE,0.0,0.2,False,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_29
71,0.35817923930085666,0.733780875994607,0.436588413479305,1.061807628123534,16,tune,3,29,0.29432530865592316,0.2800642626701154,0.5785284827138426,0.39629387286020185,0.7793755892270043,0.35486723676427623,0.5884560924575325,0.1719393016549381,0.5080898751623332,0.553717752961201,0.9660052780082298,SCoNE,0.0,0.2,False,/home/jupyter/repos/SCoNE/output/models/rZ_unobs/tune_29
